,State,Primary,Candidate,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,t204,t205,t206,t207,t208,t209,t210,t211,t212,t213,t214,t215,t216,t217,t218,t219,t220,t221,t222,t223,t224,t225,t226,t227,t228,t229,t230,t231,t232,t233,t234,t235,t236,t237,t238,t239,t240,t241,t242,t243,t244,t245,t246,t247,t248,t249,t250,t251,t252,t253,t254,t255,t256,t257,t258,t259,t260,t261,t262,t263,t264,t265,t266,t267,t268,t269,t270,t271,t272,t273,t274,t275,t276,t277,t278,t279,t280,t281,t282,t283,t284,t285,t286,t287,t288,t289,t290,t291,t292,t293,t294,t295,t296,t297,t298,t299,t300,t301,t302,t303,t304,t305,t306,t307,t308,t309,t310
49,Florida,Republican,Trump,0.0,0.0,0.0,0.0,0.3875,-0.6486,0.0,0.5106,0.0,-0.2263,-0.802,0.0,0.0,0.6249,0.0,0.0,-0.7568,0.1759,0.5859,0.0,0.0,-0.8011,-0.4019,0.296,0.5255,0.0,-0.2023,0.0,-0.3802,0.0,0.0,-0.6458,-0.3919,0.1511,0.3493,-0.5859,0.0,0.0,-0.0258,0.0,0.4404,0.4199,0.0,0.765,-0.4019,0.5994,-0.0191,0.0,0.5826,-0.3612,0.6696,0.0,-0.1531,-0.3034,0.0,-0.3182,0.2732,0.4545,0.6065,0.4696,0.0,-0.25,-0.5267,-0.2584,-0.8173,0.1779,-0.8442,0.296,-0.6597,0.0,0.3382,0.5473,0.7081,0.4588,0.0,-0.7718,0.3919,0.128,-0.2263,0.6563,-0.4088,-0.3208,-0.0258,0.2185,0.0,-0.4215,0.1999,0.3182,0.5399,-0.7418,-0.6633,-0.3235,-0.5994,0.8126,0.0,-0.2259,0.0,0.5719,0.0,0.5904,0.3769,0.0,0.6249,-0.0572,0.5562,0.4404,0.0,-0.25,0.0,-0.5106,0.0,0.0,-0.2023,0.1901,-0.4404,-0.7351,-0.2755,0.0,0.0,0.2075,0.3612,0.6239,-0.5423,0.0129,0.4404,-0.2023,0.0,0.1779,0.5707,-0.632,0.0,0.0,0.7906,-0.7783,-0.7723,0.1511,0.0516,-0.5719,-0.4215,-0.3716,-0.6908,0.0,-0.8591,-0.5067,0.0,-0.5574,-0.6688,0.34,0.0,-0.6892,-0.1531,0.0334,-0.2263,0.6369,-0.9384,0.0,0.25,-0.4404,-0.8268,0.4574,0.6369,0.0,0.0,0.0,0.0,-0.7626,0.0,0.4497,-0.8426,-0.4939,0.3182,0.1027,0.0,-0.2263,0.0,0.0,0.6125,-0.4588,0.0,0.1779,-0.5267,-0.5574,0.0,-0.5574,-0.6249,-0.2755,-0.7351,-0.25,-0.2732,-0.2732,0.0,0.0,0.0,0.7789,-0.2023,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Georgia,Democrat,Clinton,0.0,0.0,0.0,0.0,0.4926,0.6124,-0.7456,-0.3182,0.3182,0.0,0.0,0.7644,0.0,0.0,0.0,0.0857,0.0,0.0,0.0,0.5719,0.5719,0.0,0.0,-0.1027,-0.8316,0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Georgia,Democrat,Sanders,0.0,0.0,-0.34,0.6239,0.1695,0.4199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,-0.4023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6696,0.0,0.0,0.0,0.7269,0.0,-0.0772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Georgia,Republican,Rubio,0.8327,0.0,0.4389,0.686,-0.3261,-0.5106,0.807,0.0,-0.7579,0.0,-0.5216,0.0,-0.4101,0.0,-0.2946,0.0,0.0,0.0,0.0,0.3612,-0.3624,0.0,0.6808,-0.4588,-0.4588,-0.7184,0.0,0.1901,0.0,0.34,0.2732,0.0,0.8798,0.4926,0.0,-0.1779,-0.5106,-0.5859,0.0,0.0,-0.5423,-0.6369,0.7088,0.6486,0.296,-0.8816,-0.8104,0.0,-0.4588,-0.4588,-0.4588,-0.2263,-0.4767,0.0,0.0772,0.8225,0.6705,0.0,0.5,0.7269,-0.6771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Georgia,Republican,Cruz,0.0,-0.7845,0.0,0.4278,0.8825,-0.34,-0.3382,0.4389,0.0,0.0,0.2263,0.0258,-0.5574,0.0,0.0,0.0,0.5707,0.0,0.3691,0.0,0.0,0.0,-0.4588,0.0,0.7639,-0.7184,0.1901,0.8798,0.0,0.3818,-0.4336,-0.2411,-0.296,0.0,0.6486,-0.8104,0.0,0.0,-0.1774,0.8209,0.368,0.4404,0.7163,-0.565,0.0,0.0,0.0,0.7269,-0.6771,0.0,0.4939,-0.3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Georgia,Republican,Trump,0.0,0.0,-0.6059,-0.5994,0.0,0.8327,0.0,0.0,0.0,0.6808,-0.4588,-0.4885,0.6619,0.4118,0.8957,-0.4545,0.9001,0.6767,-0.2481,-0.4588,-0.7184,0.3182,0.0,0.1901,-0.3182,0.8439,-0.4767,-0.5423,0.3802,0.3182,0.0,0.686,0.0,0.4215,0.0,0.0,-0.5106,0.0,-0.7329,0.2263,0.0,0.4926,0.7712,0.5346,-0.296,0.0,0.0,0.0,0.3164,0.0,0.0,0.0,0.0,-0.6899,0.4574,-0.8126,0.0,0.0,0.0,0.3612,0.0,0.4278,-0.5423,0.7125,0.3818,0.7804,-0.4885,0.4754,0.5267,0.8687,0.5106,0.4577,0.0,-0.4336,0.0258,-0.8516,0.4019,0.0,0.0,-0.6369,0.7088,0.6486,0.296,-0.7456,0.5661,0.8798,0.0,0.0,0.4576,0.6103,-0.307,0.0,0.0,0.0,0.0,0.0,0.8066,0.0,0.0,0.5719,0.0,-0.4577,0.0,0.783,0.0,0.5719,0.5319,0.0,0.3313,-0.5882,0.8825,-0.2617,0.5574,0.25,-0.2732,-0.6705,0.4767,-0.095,-0.5473,-0.34,-0.6808,0.6369,0.6369,0.25,0.25,0.6037,-0.8816,0.0,-0.6124,-0.8689,0.8209,0.368,0.6239,0.4404,0.5106,-0.1531,0.4199,-0.6597,-0.4767,-0.8316,0.7978,0.4767,0.0,0.0,0.0,0.7269,-0.7003,0.0,0.765,0.0,0.4404,0.0,0.2905,0.0,-0.6571,-0.3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Hawaii,Democrat,Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Hawaii,Democrat,Sanders,0.5399,0.5399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.765,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Hawaii,Republican,Rubio,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Hawaii,Republican,Cruz,0.0,0.0,0.7269,0.7269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Hawaii,Republican,Trump,0.4926,0.8225,0.0,0.0,-0.3254,0.0,0.0,0.0,0.7269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Idaho,Democrat,Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Idaho,Democrat,Sanders,0.5399,0.5399,0.0,0.0,0.0,0.0,0.0,-0.5994,0.5859,0.0,0.0,0.6369,0.0,0.0,0.0,0.4215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1779,0.0,0.0,-0.1027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Idaho,Republican,Rubio,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Idaho,Republican,Cruz,0.8475,0.8475,0.0,-0.2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Idaho,Republican,Trump,0.8475,0.8475,0.0,0.0,-0.4926,-0.4926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Illinois,Democrat,Clinton,0.0,0.0,0.34,0.34,0.0,0.0,0.6696,0.2732,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Illinois,Democrat,Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.7227,0.0,0.0,0.4926,0.624,0.0516,0.0,0.5562,0.0,0.0,0.2732,0.4404,0.0,0.0,0.4574,-0.34,0.5267,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Illinois,Republican,Rubio,-0.1779,-0.1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Illinois,Republican,Cruz,0.0,0.0,0.0,0.0,0.0,0.7723,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Illinois,Republican,Trump,-0.5526,-0.5526,0.4019,0.3818,0.3612,0.5478,0.2584,-0.296,-0.2263,0.0,0.0,0.0,0.0,0.7351,0.0,0.6705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0772,0.0,0.0,-0.0258,-0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Indiana,Democrat,Clinton,0.6249,0.9149,0.6674,0.2003,0.0772,0.2577,-0.6124,-0.6124,0.0,-0.9001,0.882,0.0,0.1511,0.0,0.9022,0.0,0.0,0.0,0.0,-0.34,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Indiana,Democrat,Sanders,0.0,0.0,0.0,0.0,0.0,-0.1531,0.0,0.352,0.0,0.0,0.34,0.743,-0.6808,0.2003,0.6486,0.8201,0.0,0.0,-0.7906,-0.6428,0.0,0.8264,0.5106,0.0,0.0,0.0,0.0,0.0,-0.3818,0.0,0.296,0.1779,0.0,0.0,0.0,0.0,0.0,0.0,0.323,0.0,0.0,0.0,0.0,-0.2263,-0.296,0.0772,0.0,-0.5423,0.0,0.4199,-0.3182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6114,0.0,0.4197,-0.34,0.0,0.0,0.0,-0.2316,-0.3147,0.0,0.5719,0.0,0.0,0.0,0.865,0.6757,0.0,0.0,0.0,0.0,0.0,0.3612,0.0,0.7351,0.5707,0.3612,0.0,0.0,-0.0516,0.0,0.0,0.5684,0.0,0.6114,0.0,0.4404,-0.296,0.4404,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Indiana,Republican,Rubio,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Indiana,Republican,Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3412,0.2023,-0.4767,0.0,0.0,-0.1531,0.2263,0.3182,0.6705,0.34,0.8479,0.0,0.3182,0.3182,0.3182,0.3182,0.3182,0.0,0.4019,0.6597,0.0,0.0,0.0,0.0,0.0,0.4215,0.0,-0.4767,0.0,0.0,0.0,0.2263,0.0,0.2023,0.0,0.0,0.4005,0.5837,0.0,0.0,-0.4215,0.0,0.6239,0.0,0.0,0.0,0.0,0.0,0.3818,0.4215,-0.3182,-0.2732,0.0,0.7856,0.0,-0.5423,-0.4754,0.2732,0.0,-0.34,-0.7783,-0.4939,0.2023,0.0,-0.8934,0.1531,0.0,-0.2732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Indiana,Republican,Trump,0.2023,0.4939,0.0,0.0772,0.0,-0.5994,-0.0516,-0.3125,-0.5719,0.0,0.0,-0.5719,0.743,0.6582,-0.4019,-0.8306,0.0258,0.5599,0.0,-0.1511,0.0,0.0,0.7131,0.0,0.0,0.0,-0.5927,0.0516,-0.4005,0.4019,0.0,0.3612,-0.4404,0.0,0.2263,0.0,0.0,0.0,0.0,0.3612,0.0,0.6249,0.0,-0.5423,0.0,0.0,0.0,0.1779,0.4019,0.0,0.4404,0.0,0.0,0.0,0.3818,0.0,0.1779,0.0,-0.4439,0.0,-0.4439,0.4019,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,-0.4439,0.3182,-0.6808,0.1027,0.0,0.1027,0.0,-0.6523,0.0,-0.5423,0.5719,0.0,0.4404,0.0,-0.5423,0.0,0.0,0.0,-0.34,0.0,0.0,0.5267,-0.6249,0.0,0.7184,0.0,0.0772,-0.1027,0.0772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Iowa,Democrat,Clinton,0.0,0.0,0.0,0.0,0.0,0.0,0.1779,0.2023,-0.6597,0.7783,0.0,-0.5267,0.0,0.0,0.2732,0.0,0.0,0.0,0.0,0.8591,0.4588,0.0,-0.6486,0.851,0.4404,-0.4199,0.0,-0.3612,0.3182,0.0,0.6124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
